,mtknr,geschl
4510,10041,W
4511,489,M
4512,3298,M
4513,35,W
4514,10042,M
4515,4356,W
4516,10043,M
4517,10044,M
4518,10045,M
4519,10046,W
4520,10047,W
4521,10048,M
4522,10049,M
4523,10050,M
4524,4291,M
4525,1203,W
4526,2543,W
4527,3543,M
4528,2841,W
4529,749,M
4530,7027,M
4531,10051,W
4532,5345,M
4533,6192,M
4534,2931,W
4535,4024,W
4536,10052,M
4537,5808,M
4538,7171,M
4539,3979,M
4540,4758,W
4541,4548,W
4542,10053,M
4543,10054,M
4544,10055,W
4545,3686,W
4546,6222,W
4547,4795,W
4548,10056,W
4549,10057,W
4550,2429,M
4551,10058,W
4552,10059,W
4553,5075,M
4554,10060,M
4555,10061,W
4556,4673,M
4557,10062,M
4558,10063,W
4559,5265,M
4560,10064,M
4561,1389,W
4562,10065,M
4563,3708,M
4564,10066,M
4565,2358,M
4566,10067,M
4567,5244,W
4568,10068,M
4569,6752,M
4570,10069,W
4571,858,M
4572,1552,M
4573,10070,M
4574,10071,M
4575,10072,M
4576,10073,W
4577,10074,M
4578,7404,M
4579,10075,W
4580,5426,M
4581,2671,W
4582,10076,W
4583,10077,W
4584,4371,W
4585,10078,M
4586,10079,W
4587,4786,M
4588,10080,M
4589,10081,W
4590,10082,W
4591,10083,W
4592,10084,M
4593,3173,W
4594,10085,M
4595,1016,W
4596,10086,M
4597,10087,W
4598,10088,W
4599,10089,W
4600,10090,W
4601,10091,W
4602,10092,M
4603,10093,W
4604,2011,W
4605,734,W
4606,2950,M
4607,5091,M
4608,10094,W
4609,146,M
4610,10095,M
4611,4648,M
4612,10096,W
4613,10097,M
4614,5950,M
4615,10098,M
4616,10099,M
4617,10100,W
4618,5161,M
4619,10101,W
4620,10102,M
4621,10103,W
4622,10104,M
4623,485,M
4624,6102,W
4625,10105,W
4626,3592,M
4627,10106,W
4628,10107,M
4629,3302,M
4630,1465,W
4631,10108,M
4632,5166,M
4633,10109,M
4634,10110,M
4635,5105,W
4636,6987,W
4637,418,M
4638,4890,W
4639,10111,M
4640,10112,M
4641,10113,M
4642,1164,M
4643,10114,W
4644,10115,M
4645,10116,W
4646,10117,M
4647,10118,M
4648,7193,W
4649,10119,W
4650,10120,W
4651,6872,W
4652,10121,M
4653,2779,M
4654,10122,W
4655,10123,M
4656,10124,M
4657,10125,M
4658,10126,M
4659,10127,M
4660,10128,W
4661,2858,M
4662,10129,W
4663,3446,W
4664,747,W
4665,10130,M
4666,5712,W
4667,10131,M
4668,10132,M
4669,1931,W
4670,6399,M
4671,6119,W
4672,4022,W
4673,1036,W
4674,10133,W
4675,3584,M
4676,10134,M
4677,10135,M
4678,6627,W
4679,10136,M
4680,1602,W
4681,10137,W
4682,1031,W
4683,10138,M
4684,10139,M
4685,10140,M
4686,10141,M
4687,10142,M
4688,5497,W
4689,135,W
4690,10143,M
4691,10144,M
4692,10145,W
4693,10146,M
4694,10147,W
4695,10148,W
4696,10149,W
4697,10150,W
4698,1538,M
4699,1854,M
4700,10151,M
4701,10152,W
4702,1381,W
4703,7102,W
4704,10153,M
4705,10154,M
4706,6351,M
4707,6668,M
4708,6784,M
4709,3070,W
4710,1941,M
4711,6769,W
4712,4073,W
4713,6510,W
4714,10155,W
4715,613,W
4716,10156,W
4717,3212,W
4718,2778,M
4719,4414,M
4720,10157,M
4721,10158,W
4722,1783,M
4723,10159,W
4724,10160,W
4725,5717,W
4726,6730,W
4727,10161,M
4728,930,M
4729,5596,M
4730,3827,M
4731,410,W
4732,10162,W
4733,1712,W
4734,1400,W
4735,433,M
4736,10163,M
4737,10164,M
4738,3244,W
4739,10165,M
4740,10166,M
4741,5144,M
4742,1728,M
4743,10167,M
4744,10168,W
4745,304,W
4746,2529,M
4747,10169,W
4748,2937,W
4749,7205,M
4750,2375,M
4751,3387,M
4752,6708,W
4753,752,W
4754,10170,W
4755,10171,M
4756,2064,W
4757,7424,M
4758,10172,M
4759,4945,W
4760,10173,W
4761,438,W
4762,6927,W
4763,5729,M
4764,3148,W
4765,466,M
4766,1461,M
4767,7065,M
4768,10174,M
4769,6241,M
4770,10175,W
4771,2281,W
4772,10176,M
4773,10177,W
4774,2734,M
4775,4654,M
4776,6442,W
4777,10178,M
4778,10179,W
4779,1924,W
4780,10180,M
4781,10181,M
4782,7327,M
4783,5038,M
4784,2073,M
4785,1939,W
4786,2648,W
4787,10182,W
4788,5228,W
4789,2106,W
4790,10183,W
4791,6269,M
4792,10184,M
4793,10185,W
4794,6589,M
4795,10186,W
4796,10187,M
4797,10188,W
4798,7077,W
4799,10189,M
4800,10190,M
4801,2387,M
4802,4330,M
4803,1789,W
4804,10191,M
4805,1086,M
4806,137,M
4807,10192,M
4808,299,W
4809,10193,W
4810,2065,W
4811,4974,M
4812,1658,W
4813,10194,M
4814,10195,W
4815,2983,M
4816,10196,M
4817,5277,W
4818,10197,W
4819,10198,M
4820,10199,W
4821,10200,W
4822,10201,M
4823,10202,M
4824,1961,M
4825,10203,W
4826,10204,W
4827,290,M
4828,10205,M
4829,10206,W
4830,10207,M
4831,10208,M
4832,10209,M
4833,2436,W
4834,10210,M
4835,4454,M
4836,5111,M
4837,10211,M
4838,10212,W
4839,829,M
4840,740,W
4841,10213,M
4842,64,W
4843,10214,W
4844,10215,W
4845,9,M
4846,4178,W
4847,2741,M
4848,6001,W
4849,10216,M
4850,10217,W
4851,7451,M
4852,2886,M
4853,10218,W
4854,10219,W
4855,3781,M
4856,1055,W
4857,10220,W
4858,7201,W
4859,5079,W
4860,6874,W
4861,10221,W
4862,394,M
4863,10222,W
4864,10223,W
4865,5251,W
4866,3702,M
4867,10224,W
4868,6230,W
4869,10225,M
4870,10226,W
4871,10227,W
4872,10228,W
4873,10229,W
4874,296,M
4875,10230,M
4876,10231,M
4877,10232,M
4878,3866,M
4879,677,M
4880,10233,M
4881,3909,M
4882,10234,W
4883,10235,W
4884,10236,M
4885,3364,M
4886,256,M
4887,10237,W
4888,10238,W
4889,7215,M
4890,10239,M
4891,7178,M
4892,2086,M
4893,5222,W
4894,7103,W
4895,10240,M
4896,10241,M
4897,10242,W
4898,10243,W
4899,5946,M
4900,10244,W
4901,10245,W
4902,10246,M
4903,4480,M
4904,5959,M
4905,4868,M
4906,10247,M
4907,10248,M
4908,1650,M
4909,2377,M
4910,5366,M
4911,10249,W
4912,10250,W
4913,10251,M
4914,10252,W
4915,10253,W
4916,1477,M
4917,3790,W
4918,10254,W
4919,10255,M
4920,10256,M
4921,10257,W
4922,10258,W
4923,10259,M
4924,10260,W
4925,10261,M
4926,10262,W
4927,10263,M
4928,2926,M
4929,2056,M
4930,10264,M
4931,10265,W
4932,3571,M
4933,10266,W
4934,10267,W
4935,5520,W
4936,10268,M
4937,5879,W
4938,10269,W
4939,5635,M
4940,10270,M
4941,10271,M
4942,10272,W
4943,10273,M
4944,10274,W
4945,10275,M
4946,7520,M
4947,3354,W
4948,4832,W
4949,10276,M
4950,10277,M
4951,10278,W
4952,10279,W
4953,10280,M
4954,5606,W
4955,561,M
4956,2699,W
4957,5143,W
4958,6825,W
4959,6891,W
4960,2283,W
4961,1049,M
4962,10281,W
4963,10282,M
4964,6220,W
4965,6128,M
4966,10283,W
4967,10284,M
4968,10285,M
4969,10286,M
4970,2630,M
4971,273,M
4972,4156,M
4973,5443,M
4974,10287,W
4975,7383,M
4976,10288,M
4977,10289,W
4978,10290,W
4979,10291,M
4980,1875,M
4981,5221,M
4982,5857,M
4983,10292,W
4984,2456,M
4985,3637,M
4986,10293,W
4987,10294,M
4988,3454,M
4989,10295,W
4990,10296,M
4991,10297,M
4992,10298,W
4993,10299,W
4994,2826,M
4995,10300,M
4996,5864,M
4997,3328,M
4998,86,M
4999,1234,W
5000,10301,M
5001,7531,W
5002,10302,M
5003,10303,W
5004,10304,M
5005,5699,M
5006,10305,W
5007,269,W
5008,842,W
5009,5749,W
5010,3045,W
5011,3703,M
5012,1748,M
5013,10306,W
5014,2445,M
5015,2928,M
5016,2331,M
5017,10307,W
5018,10308,M
5019,10309,M
5020,10310,W
5021,6414,M
5022,641,W
5023,10311,M
5024,10312,W
5025,10313,M
5026,10314,M
5027,4462,W
5028,10315,W
5029,4647,M
5030,10316,W
5031,763,W
5032,6025,M
5033,4912,M
5034,781,M
5035,10317,M
5036,10318,M
5037,10319,W
5038,7354,M
5039,4124,W
5040,247,M
5041,4224,W
5042,5533,M
5043,10320,M
5044,10321,W
5045,10322,M
5046,10323,M
5047,10324,W
5048,3763,W
5049,7426,M
5050,10325,M
5051,10326,M
5052,6795,W
5053,10327,M
5054,10328,W
5055,6305,M
5056,3217,W
5057,10329,M
5058,2138,W
5059,10330,W
5060,10331,W
5061,10332,M
5062,4823,W
5063,1038,M
5064,5961,W
5065,10333,W
5066,10334,M
5067,10335,M
5068,2868,M
5069,10336,W
5070,887,W
5071,10337,W
5072,6113,M
5073,10338,M
5074,2516,W
5075,7268,M
5076,493,W
5077,4098,W
5078,10339,M
5079,1501,W
5080,7261,W
5081,10340,W
5082,10341,M
5083,4154,W
5084,10342,W
5085,10343,M
5086,10344,W
5087,10345,W
5088,6141,W
5089,10346,W
5090,10347,M
5091,2004,M
5092,10348,M
5093,10349,M
5094,10350,W
5095,6317,W
5096,5587,M
5097,198,M
5098,2760,W
5099,10351,W
5100,5229,M
5101,3623,M
5102,10352,M
5103,6310,M
5104,6659,W
5105,10353,W
5106,10354,M
5107,10355,M
5108,1687,W
5109,10356,W
5110,3616,M
5111,10357,M
5112,10358,W
5113,5690,M
5114,10359,W
5115,10360,W
5116,10361,M
5117,1222,W
5118,10362,M
5119,10363,M
5120,10364,W
5121,10365,M
5122,10366,W
5123,3420,M
5124,10367,M
5125,10368,M
5126,10369,W
5127,7495,W
5128,3995,W
5129,703,M
5130,10370,M
5131,4933,W
5132,10371,W
5133,10372,W
5134,10373,M
5135,10374,M
5136,10375,M
5137,10376,W
5138,10377,W
5139,10378,W
5140,10379,M
5141,2390,W
5142,7129,M
5143,6631,W
5144,10380,M
5145,6231,W
5146,2673,M
5147,10381,M
5148,10382,M
5149,10383,W
5150,10384,W
5151,4014,M
5152,10385,W
5153,10386,W
5154,1479,M
5155,1391,M
5156,10387,M
5157,1642,M
5158,10388,W
5159,10389,M
5160,2418,M
5161,7026,M
5162,10390,M
5163,2566,W
5164,5487,M
5165,6157,M
5166,7056,W
5167,2579,M
5168,10391,M
5169,1435,M
5170,10392,M
5171,7491,M
5172,10393,M
5173,10394,M
5174,1235,W
5175,10395,M
5176,10396,M
5177,3782,M
5178,4367,M
5179,6386,M
5180,4492,W
5181,10397,M
5182,5152,W
5183,4826,W
5184,10398,M
5185,3569,M
5186,10399,M
5187,745,W
5188,10400,M
5189,10401,M
5190,10402,M
5191,10403,M
5192,10404,W
5193,3670,M
5194,10405,W
5195,4990,W
5196,10406,W
5197,10407,W
5198,7130,M
5199,10408,W
5200,10409,M
5201,1899,M
5202,10410,W
5203,5192,M
5204,10411,W
5205,10412,W
5206,2564,W
5207,10413,M
5208,10414,W
5209,140,W
5210,7040,M
5211,10415,M
5212,10416,M
5213,10417,M
5214,10418,W
5215,3551,M
5216,3105,W
5217,10419,M
5218,10420,W
5219,895,M
5220,5975,W
5221,1564,M
5222,10421,M
5223,1920,M
5224,10422,W
5225,10423,M
5226,10424,W
5227,379,M
5228,10425,W
5229,10426,W
5230,4251,W
5231,3004,W
5232,10427,W
5233,4827,W
5234,4215,M
5235,10428,M
5236,10429,M
5237,10430,W
5238,10431,W
5239,10432,M
5240,10433,M
5241,10434,M
5242,10435,W
5243,10436,W
5244,10437,W
5245,451,W
5246,10438,W
5247,10439,M
5248,10440,M
5249,10441,W
5250,10442,M
5251,2478,M
5252,10443,M
5253,10444,M
5254,5301,W
5255,1261,W
5256,3880,W
5257,10445,W
5258,7522,W
5259,4754,W
5260,1023,W
5261,10446,W
5262,10447,W
5263,10448,W
5264,856,W
5265,10449,M
5266,4630,M
5267,2030,W
5268,10450,M
5269,10451,M
5270,10452,W
5271,550,W
5272,4934,W
5273,10453,M
5274,10454,W
5275,2055,W
5276,10455,M
5277,2400,W
5278,3785,M
5279,10456,M
5280,10457,M
5281,5402,M
5282,215,M
5283,10458,W
5284,10459,M
5285,10460,M
5286,1661,M
5287,10461,W
5288,10462,M
5289,10463,W
5290,6504,M
5291,10464,W
5292,7186,W
5293,668,M
5294,10465,W
5295,10466,W
5296,10467,W
5297,448,M
5298,4936,M
5299,430,M
5300,4404,W
5301,10468,M
5302,10469,M
5303,10470,M
5304,2737,W
5305,10471,M
5306,4132,M
5307,10472,W
5308,7322,W
5309,2905,W
5310,10473,M
5311,10474,W
5312,10475,W
5313,10476,W
5314,10477,W
5315,10478,M
5316,952,W
5317,6911,M
5318,4753,W
5319,10479,W
5320,10480,M
5321,1819,M
5322,6524,W
5323,10481,M
5324,10482,W
5325,10483,M
5326,7180,W
5327,5274,W
5328,2791,W
5329,10484,M
5330,10485,W
5331,10486,M
5332,6022,M
5333,2420,M
5334,10487,M
5335,7313,M
5336,10488,W
5337,10489,M
5338,10490,M
5339,4312,W
5340,10491,M
5341,10492,M
5342,10493,W
5343,6930,M
5344,10494,W
5345,880,M
5346,10495,W
5347,10496,M
5348,10497,M
5349,10498,M
5350,10499,M
5351,10500,M
5352,10501,M
5353,1645,M
5354,10502,W
5355,4749,W
5356,973,M
5357,10503,W
5358,10504,M
5359,10505,W
5360,10506,M
5361,1279,W
5362,2215,M
5363,6345,W
5364,2862,W
5365,10507,W
5366,7353,M
5367,10508,W
5368,3469,M
5369,1035,M
5370,4721,M
5371,10509,W
5372,10510,W
5373,10511,M
5374,4478,M
5375,10512,W
5376,10513,M
5377,10514,W
5378,10515,M
5379,10516,M
5380,1052,W
5381,10517,W
5382,10518,M
5383,7513,W
5384,4692,M
5385,10519,W
5386,5969,W
5387,10520,M
5388,10521,M
5389,10522,M
5390,5017,W
5391,1662,M
5392,10523,M
5393,10524,W
5394,10525,W
5395,6933,W
5396,10526,M
5397,10527,M
5398,3935,W
5399,10528,W
5400,10529,M
5401,10530,W
5402,10531,W
5403,4714,M
5404,10532,M
5405,10533,W
5406,353,M
5407,10534,M
5408,6466,M
5409,2550,M
5410,2230,M
5411,5021,W
5412,10535,M
5413,10536,W
5414,1852,W
5415,6021,M
5416,7389,W
5417,5863,W
5418,10537,M
5419,536,W
5420,5290,W
5421,1170,W
5422,10538,W
5423,10539,W
5424,757,W
5425,6920,M
5426,10540,W
5427,10541,M
5428,5869,W
5429,10542,W
5430,10543,M
5431,10544,W
5432,10545,M
5433,10546,W
5434,13,M
5435,2867,M
5436,4041,W
5437,10547,W
5438,10548,W
5439,10549,W
5440,10550,M
5441,10551,M
5442,2260,M
5443,6246,M
5444,10552,W
5445,3127,M
5446,99,M
5447,7299,W
5448,5882,M
5449,3978,W
5450,10553,M
5451,10554,W
5452,10555,M
5453,3021,M
5454,4929,M
5455,10556,W
5456,4046,W
5457,10557,M
5458,10558,W
5459,10559,M
5460,217,M
5461,1720,M
5462,10560,M
5463,10561,M
5464,10562,W
5465,947,W
5466,10563,W
5467,4198,W
5468,4700,W
5469,361,W
5470,10564,W
5471,6775,M
5472,10565,M
5473,2551,M
5474,10566,W
5475,10567,M
5476,10568,M
5477,3557,W
5478,10569,M
5479,7471,M
5480,10570,W
5481,3494,M
5482,5167,M
5483,6972,M
5484,2818,M
5485,10571,M
5486,10572,W
5487,10573,M
5488,10574,W
5489,5790,M
5490,10575,W
5491,10576,M
5492,7401,M
5493,10577,M
5494,599,W
5495,10578,M
5496,10579,W
5497,10580,W
5498,2619,M
5499,10581,W
5500,5255,M
5501,10582,M
5502,3473,W
5503,5924,M
5504,3193,W
5505,10583,M
5506,6191,W
5507,1297,M
5508,10584,M
5509,4738,W
5510,10585,W
5511,5169,M
5512,2128,M
5513,2066,W
5514,5387,M
5515,10586,M
5516,2476,M
5517,10587,M
5518,10588,M
5519,10589,M
5520,10590,M
5521,6368,W
5522,10591,M
5523,566,W
5524,1894,M
5525,10592,W
5526,5515,M
5527,10593,W
5528,3819,M
5529,446,M
5530,10594,W
5531,5974,M
5532,10595,M
5533,255,W
5534,10596,W
5535,5907,M
5536,10597,W
5537,4816,M
5538,3071,W
5539,10598,M
5540,10599,W
5541,4706,W
5542,10600,M
5543,10601,M
5544,10602,W
5545,3911,M
5546,717,M
5547,3048,W
5548,10603,M
5549,10604,W
5550,6497,W
5551,10605,M
5552,3664,M
5553,3072,M
5554,6109,M
5555,4863,M
5556,10606,M
5557,10607,W
5558,10608,W
5559,4505,W
5560,10609,W
5561,3167,M
5562,10610,M
5563,10611,W
5564,234,M
5565,6011,M
5566,10612,M
5567,3441,M
5568,3417,M
5569,10613,M
5570,10614,M
5571,393,W
5572,10615,W
5573,10616,M
5574,10617,M
5575,3401,M
5576,10618,M
5577,2197,W
5578,6570,W
5579,10619,M
5580,113,M
5581,4930,W
5582,10620,W
5583,10621,M
5584,10622,W
5585,10623,W
5586,10624,M
5587,10625,M
5588,6287,W
5589,357,M
5590,10626,M
5591,10627,M
5592,68,M
5593,1417,M
5594,10628,M
5595,3881,W
5596,318,W
5597,7243,M
5598,10629,W
5599,1258,W
5600,10630,M
5601,6741,M
5602,3846,M
5603,4961,M
5604,3037,M
5605,10631,W
5606,6008,W
5607,2758,M
5608,10632,M
5609,4699,M
5610,10633,W
5611,7493,W
5612,10634,M
5613,10635,W
5614,10636,W
5615,10637,M
5616,10638,M
5617,10639,M
5618,878,W
5619,6558,M
5620,1300,M
5621,519,W
5622,10640,M
5623,10641,W
5624,10642,M
5625,10643,W
5626,10644,W
5627,4165,M
5628,3564,W
5629,365,M
5630,5057,W
5631,10645,W
5632,1815,M
5633,22,M
5634,10646,W
5635,10647,M
5636,6071,M
5637,10648,W
5638,10649,M
5639,4732,M
5640,1145,W
5641,3697,M
5642,2391,W
5643,3424,M
5644,10650,M
5645,896,M
5646,10651,W
5647,10652,M
5648,10653,W
5649,10654,M
5650,10655,M
5651,4007,W
5652,10656,M
5653,5109,M
5654,10657,M
5655,10658,M
5656,4593,M
5657,10659,W
5658,1771,M
5659,4645,M
5660,10660,W
5661,181,W
5662,10661,M
5663,285,W
5664,5084,W
5665,5029,W
5666,10662,W
5667,10663,M
5668,7295,M
5669,10664,M
5670,10665,W
5671,10666,M
5672,7288,M
5673,10667,M
5674,860,W
5675,10668,M
5676,10669,W
5677,10670,M
5678,10671,W
5679,10672,W
5680,1028,M
5681,10673,M
5682,4201,M
5683,3753,M
5684,1596,W
5685,10674,W
5686,4729,M
5687,10675,M
5688,10676,M
5689,2460,M
5690,3185,M
5691,10677,M
5692,10678,M
5693,10679,W
5694,3601,M
5695,5595,M
5696,1370,M
5697,10680,M
5698,3929,M
5699,10681,W
5700,10682,W
5701,7494,M
5702,10683,M
5703,10684,M
5704,3993,M
5705,10685,M
5706,672,M
5707,10686,W
5708,10687,M
5709,10688,W
5710,3452,M
5711,10689,M
5712,4510,W
5713,10690,W
5714,10691,M
5715,5136,M
5716,10692,M
5717,10693,M
5718,6991,W
5719,4044,M
5720,10694,W
5721,280,M
5722,3765,W
5723,10695,W
5724,10696,M
5725,7274,M
5726,10697,M
5727,6321,M
5728,10698,M
5729,10699,M
5730,10700,W
5731,4311,W
5732,3234,M
5733,10701,W
5734,10702,M
5735,3652,W
5736,5531,W
5737,4768,W
5738,10703,W
5739,10704,M
5740,2750,M
5741,1859,M
5742,10705,M
5743,10706,W
5744,10707,M
5745,6207,W
5746,10708,W
5747,1402,W
5748,10709,W
5749,10710,W
5750,1738,M
5751,10711,W
5752,10712,M
5753,4276,M
5754,6642,W
5755,10713,M
5756,1666,M
5757,10714,M
5758,107,M
5759,10715,W
5760,10716,W
5761,10717,M
5762,10718,M
5763,5336,M
5764,10719,W
5765,10720,M
5766,10721,M
5767,2157,M
5768,10722,M
5769,7279,W
5770,10723,M
5771,10724,M
5772,10725,M
5773,5564,M
5774,10726,W
5775,2708,W
5776,10727,W
5777,2085,M
5778,10728,M
5779,10729,M
5780,7351,M
5781,6706,W
5782,5918,M
5783,5442,W
5784,10730,W
5785,10731,W
5786,10732,W
5787,10733,W
5788,1758,M
5789,7318,M
5790,10734,M
5791,10735,W
5792,3528,M
5793,7033,M
5794,10736,M
5795,10737,M
5796,7182,W
5797,6049,W
5798,6823,W
5799,811,W
5800,6147,M
5801,6311,W
5802,4616,M
5803,4430,W
5804,10738,M
5805,6067,M
5806,10739,M
5807,10740,M
5808,5616,M
5809,1380,W
5810,10741,W
5811,10742,W
5812,10743,W
5813,10744,W
5814,3544,M
5815,1981,W
5816,10745,M
5817,2859,M
5818,3674,M
5819,6164,W
5820,4873,W
5821,5931,W
5822,10746,M
5823,10747,M
5824,10748,M
5825,10749,M
5826,10750,W
5827,395,M
5828,3094,M
5829,10751,M
5830,1187,M
5831,326,W
5832,6860,M
5833,3988,M
5834,10752,M
5835,495,M
5836,3650,W
5837,10753,W
5838,10754,W
5839,10755,M
5840,990,W
5841,10756,W
5842,10757,W
5843,10758,W
5844,10759,M
5845,2781,M
5846,3920,M
5847,10760,M
5848,5332,M
5849,10761,M
5850,10762,M
5851,10763,M
5852,10764,W
5853,10765,M
5854,3050,W
5855,63,W
5856,10766,W
5857,10767,M
5858,6817,M
5859,1430,W
5860,10768,M
5861,6183,M
5862,3237,M
5863,4662,M
5864,6824,W
5865,6777,M
5866,10769,M
5867,4120,M
5868,372,W
5869,10770,M
5870,4167,W
5871,10771,W
5872,5537,M
5873,10772,W
5874,10773,M
5875,10774,M
5876,4956,M
5877,5236,M
5878,10775,M
5879,6951,M
5880,10776,W
5881,674,M
5882,6296,M
5883,10777,M
5884,10778,W
5885,10779,M
5886,4265,M
5887,400,W
5888,3389,M
5889,480,M
5890,2178,W
5891,4256,M
5892,1822,W
5893,5209,M
5894,10780,W
5895,10781,W
5896,7010,M
5897,1754,M
5898,777,W
5899,5571,W
5900,6469,M
5901,10782,W
5902,6932,M
5903,10783,W
5904,10784,M
5905,1922,W
5906,10785,M
5907,10786,W
5908,2942,M
5909,2836,M
5910,10787,M
5911,10788,W
5912,3848,M
5913,10789,W
5914,10790,W
5915,2602,W
5916,6249,M
5917,3632,M
5918,4272,W
5919,4399,M
5920,10791,M
5921,1040,W
5922,10792,W
5923,3111,W
5924,6882,M
5925,3818,M
5926,10793,W
5927,10794,M
5928,10795,M
5929,3694,M
5930,10796,W
5931,10797,M
5932,10798,M
5933,10799,M
5934,10800,M
5935,10801,M
5936,4305,M
5937,10802,W
5938,7503,W
5939,10803,M
5940,10804,W
5941,522,M
5942,3869,W
5943,10805,M
5944,10806,M
5945,6841,M
5946,10807,W
5947,10808,M
5948,5063,M
5949,10809,W
5950,10810,W
5951,7337,M
5952,10811,M
5953,1113,M
5954,3249,W
5955,10812,M
5956,10813,M
5957,10814,W
5958,1809,M
5959,10815,M
5960,4660,M
5961,6227,M
5962,3314,M
5963,5604,M
5964,5586,W
5965,10816,M
5966,10817,M
5967,10818,M
5968,2557,W
5969,10819,W
5970,154,M
5971,10820,M
5972,10821,W
5973,332,M
5974,689,W
5975,10822,W
5976,10823,M
5977,1304,M
5978,10824,M
5979,3888,W
5980,10825,M
5981,6083,W
5982,7183,M
5983,5967,W
5984,3036,M
5985,6408,M
5986,10826,M
5987,4750,M
5988,3712,W
5989,10827,M
5990,4341,M
5991,368,W
5992,3737,M
5993,6258,M
5994,10828,M
5995,10829,M
5996,2743,W
5997,10830,M
5998,627,W
5999,6350,M
6000,10831,W
6001,10832,M
6002,10833,M
6003,5470,W
6004,10834,W
6005,1948,M
6006,10835,W
6007,10836,W
6008,10837,M
6009,10838,W
6010,10839,W
6011,10840,W
6012,10841,M
6013,2695,M
6014,10842,M
6015,10843,M
6016,4361,M
6017,10844,W
6018,10845,M
6019,1457,M
6020,2595,M
6021,10846,M
6022,7018,W
6023,10847,M
6024,10848,W
6025,7212,M
6026,10849,M
6027,10850,M
6028,10851,W
6029,10852,W
6030,7177,M
6031,10853,W
6032,3309,W
6033,5370,W
6034,658,M
6035,5632,M
6036,10854,W
6037,10855,M
6038,10856,M
6039,10857,M
6040,10858,M
6041,344,M
6042,2996,M
6043,1769,W
6044,10859,M
6045,3032,W
6046,7499,M
6047,10860,M
6048,10861,W
6049,2959,M
6050,10862,W
6051,7245,M
6052,10863,W
6053,10864,W
6054,10865,W
6055,4393,W
6056,545,W
6057,10866,M
6058,10867,M
6059,10868,M
6060,10869,W
6061,2188,M
6062,10870,W
6063,6767,W
6064,10871,M
6065,5501,M
6066,10872,M
6067,4695,W
6068,4998,M
6069,10873,M
6070,3353,M
6071,1936,M
6072,10874,W
6073,312,W
6074,10875,M
6075,106,W
6076,4875,W
6077,10876,M
6078,10877,M
6079,10878,M
6080,4257,M
6081,3885,M
6082,10879,W
6083,10880,W
6084,10881,M
6085,3226,M
6086,10882,M
6087,10883,M
6088,3687,W
6089,10884,M
6090,2829,M
6091,10885,W
6092,10886,M
6093,4512,M
6094,10887,M
6095,10888,M
6096,5340,M
6097,4194,W
6098,863,M
6099,5915,M
6100,10889,W
6101,10890,M
6102,10891,W
6103,10892,M
6104,10893,M
6105,10894,M
6106,10895,M
6107,10896,M
6108,10897,W
6109,870,M
6110,10898,W
6111,6876,M
6112,5096,M
6113,10899,M
6114,4003,M
6115,913,W
6116,10900,M
6117,10901,M
6118,3930,M
6119,7134,W
6120,10902,W
6121,2730,M
6122,2970,M
6123,10903,M
6124,10904,W
6125,10905,M
6126,2724,M
6127,10906,M
6128,10907,W
6129,10908,W
6130,10909,W
6131,10910,W
6132,5573,M
6133,1638,W
6134,10911,M
6135,1632,M
6136,10912,W
6137,2107,W
6138,10913,W
6139,7408,M
6140,6054,M
6141,2966,M
6142,3704,W
6143,10914,M
6144,10915,W
6145,1980,W
6146,10916,W
6147,6340,M
6148,10917,W
6149,10918,M
6150,7498,M
6151,4030,M
6152,2370,M
6153,10919,M
6154,10920,W
6155,5060,M
6156,10921,M
6157,10922,M
6158,3575,W
6159,5233,M
6160,4421,M
6161,10923,W
6162,10924,M
6163,1472,M
6164,10925,W
6165,10926,M
6166,3362,M
6167,6211,M
6168,4943,M
6169,5570,W
6170,10927,M
6171,10928,W
6172,5779,W
6173,4211,M
6174,10929,W
6175,10930,M
6176,3783,M
6177,2252,W
6178,5623,W
6179,10931,W
6180,385,W
6181,647,W
6182,4063,M
6183,10932,W
6184,10933,M
6185,1741,M
6186,3431,M
6187,10934,W
6188,5186,M
6189,421,W
6190,10935,M
6191,316,W
6192,7375,M
6193,10936,W
6194,962,M
6195,10937,W
6196,5493,M
6197,10938,W
6198,317,M
6199,1821,M
6200,10939,M
6201,10940,W
6202,10941,M
6203,10942,M
6204,10943,M
6205,10944,M
6206,10945,W
6207,1311,M
6208,10946,M
6209,10947,W
6210,5561,W
6211,10948,M
6212,10949,M
6213,10950,W
6214,10951,W
6215,10952,W
6216,875,M
6217,2571,W
6218,598,W
6219,1162,W
6220,946,M
6221,4163,W
6222,10953,M
6223,126,W
6224,2007,W
6225,4814,M
6226,3280,W
6227,10954,W
6228,10955,M
6229,10956,M
6230,10957,M
6231,10958,W
6232,6114,M
6233,6495,M
6234,6101,W
6235,6488,W
6236,10959,M
6237,175,W
6238,84,M
6239,7223,M
6240,654,W
6241,4097,W
6242,5094,W
6243,10960,M
6244,10961,M
6245,10962,M
6246,10963,M
6247,1817,M
6248,10964,M
6249,2294,W
6250,4125,W
6251,10965,W
6252,6019,M
6253,10966,M
6254,10967,M
6255,824,W
6256,10968,W
6257,7067,M
6258,10969,W
6259,10970,W
6260,10971,W
6261,10972,W
6262,5757,M
6263,10973,M
6264,10974,W
6265,2466,W
6266,2117,M
6267,5873,M
6268,10975,W
6269,10976,W
6270,10977,W
6271,10978,M
6272,10979,W
6273,10980,M
