,mtknr,geschl
12995,2815,M
12996,14649,W
12997,5124,M
12998,2828,W
12999,14650,W
13000,14651,W
13001,14652,M
13002,14653,M
13003,6517,M
13004,14654,M
13005,14655,M
13006,1156,W
13007,14656,M
13008,1383,W
13009,1432,M
13010,14657,W
13011,3177,M
13012,3394,W
13013,14658,M
13014,14659,M
13015,14660,W
13016,14661,M
13017,7308,W
13018,14662,W
13019,5376,W
13020,14663,M
13021,6330,W
13022,14664,M
13023,14665,W
13024,2913,W
13025,7273,W
13026,14666,W
13027,14667,M
13028,14668,W
13029,127,W
13030,204,M
13031,736,M
13032,14669,W
13033,14670,W
13034,14671,M
13035,1904,M
13036,3759,M
13037,6475,W
13038,7435,W
13039,2443,W
13040,14672,M
13041,7344,M
13042,6045,W
13043,3553,M
13044,14673,M
13045,14674,M
13046,14675,W
13047,14676,W
13048,14677,W
13049,14678,M
13050,7191,M
13051,14679,W
13052,4625,M
13053,2473,W
13054,4377,W
13055,14680,W
13056,4898,W
13057,14681,W
13058,14682,W
13059,14683,M
13060,6217,W
13061,14684,W
13062,14685,W
13063,1053,W
13064,5782,M
13065,4893,M
13066,14686,M
13067,14687,M
13068,14688,W
13069,14689,W
13070,14690,M
13071,14691,W
13072,4202,M
13073,4802,M
13074,1047,W
13075,14692,M
13076,3413,M
13077,14693,M
13078,1514,W
13079,6756,M
13080,3157,M
13081,14694,M
13082,3438,W
13083,4524,W
13084,846,M
13085,14695,M
13086,6378,M
13087,14696,M
13088,5841,M
13089,14697,W
13090,4032,M
13091,5927,M
13092,14698,W
13093,14699,M
13094,1104,W
13095,6851,W
13096,14700,M
13097,14701,W
13098,3812,M
13099,14702,W
13100,3538,W
13101,4549,M
13102,1217,M
13103,14703,M
13104,14704,M
13105,2479,W
13106,6692,M
13107,14705,M
13108,14706,W
13109,7516,M
13110,2790,W
13111,14707,M
13112,14708,M
13113,14709,W
13114,2372,M
13115,14710,W
13116,14711,W
13117,4783,W
13118,6740,W
13119,14712,M
13120,3124,W
13121,14713,M
13122,6413,W
13123,3031,W
13124,14714,W
13125,14715,W
13126,5150,W
13127,14716,M
13128,6723,W
13129,14717,M
13130,7023,W
13131,7209,M
13132,1126,W
13133,5554,M
13134,938,M
13135,3003,M
13136,14718,W
13137,4240,W
13138,14719,M
13139,87,W
13140,14720,W
13141,5101,W
13142,7418,M
13143,14721,M
13144,14722,M
13145,14723,M
13146,5912,W
13147,14724,W
13148,1675,W
13149,14725,W
13150,7101,M
13151,6257,W
13152,14726,W
13153,14727,M
13154,5913,M
13155,14728,W
13156,1209,M
13157,14729,W
13158,2975,W
13159,14730,M
13160,4876,M
13161,1535,M
13162,14731,W
13163,14732,W
13164,4432,M
13165,14733,M
13166,1167,M
13167,14734,W
13168,371,W
13169,14735,M
13170,14736,M
13171,14737,W
13172,14738,M
13173,14739,W
13174,14740,M
13175,14741,W
13176,7217,M
13177,4002,W
13178,14742,W
13179,3509,M
13180,1302,W
13181,14743,M
13182,14744,M
13183,5299,W
13184,3306,W
13185,4225,W
13186,14745,W
13187,14746,W
13188,2379,M
13189,14747,M
13190,5523,M
13191,14748,M
13192,14749,M
13193,14750,W
13194,4664,W
13195,4416,W
13196,3792,M
13197,6149,W
13198,1135,M
13199,3518,M
13200,3456,M
13201,14751,W
13202,14752,M
13203,14753,M
13204,14754,W
13205,14755,W
13206,14756,M
13207,14757,M
13208,2982,W
13209,14758,M
13210,2213,W
13211,14759,M
13212,14760,M
13213,1508,M
13214,5962,W
13215,14761,M
13216,14762,W
13217,6450,W
13218,5349,M
13219,14763,M
13220,14764,M
13221,14765,M
13222,839,M
13223,14766,W
13224,1341,W
13225,14767,M
13226,14768,M
13227,4443,M
13228,5341,M
13229,14769,M
13230,14770,M
13231,6635,M
13232,2642,M
13233,14771,M
13234,937,M
13235,14772,W
13236,210,W
13237,281,W
13238,6556,M
13239,14773,M
13240,14774,M
13241,14775,M
13242,14776,M
13243,4517,M
13244,14777,W
13245,6685,W
13246,14778,M
13247,3621,M
13248,14779,W
13249,844,W
13250,14780,M
13251,4160,M
13252,1487,M
13253,5331,M
13254,6970,M
13255,14781,M
13256,14782,M
13257,14783,W
13258,14784,M
13259,7166,W
13260,3436,M
13261,14785,W
13262,14786,M
13263,1030,M
13264,14787,W
13265,14788,M
13266,14789,M
13267,14790,M
13268,14791,M
13269,14792,M
13270,2941,M
13271,14793,M
13272,14794,W
13273,4561,M
13274,14795,M
13275,4069,M
13276,14796,M
13277,14797,W
13278,2879,M
13279,14798,M
13280,2194,W
13281,401,W
13282,14799,W
13283,441,W
13284,14800,W
13285,14801,M
13286,4885,M
13287,14802,W
13288,341,M
13289,7272,M
13290,14803,W
13291,6606,W
13292,14804,M
13293,5657,M
13294,2643,W
13295,6862,M
13296,14805,M
13297,14806,W
13298,59,W
13299,2475,M
13300,14807,W
13301,14808,M
13302,6290,M
13303,6857,M
13304,6292,M
13305,5971,W
13306,14809,W
13307,14810,W
13308,597,W
13309,3531,W
13310,439,M
13311,14811,M
13312,14812,W
13313,7226,M
13314,14813,W
13315,3948,M
13316,3519,W
13317,14814,M
13318,4710,W
13319,14815,W
13320,14816,W
13321,14817,W
13322,14818,W
13323,1932,M
13324,7542,M
13325,14819,M
13326,5816,W
13327,14820,W
13328,14821,M
13329,14822,M
13330,229,M
13331,14823,M
13332,14824,M
13333,14825,M
13334,14826,M
13335,14827,M
13336,4557,M
13337,14828,M
13338,5068,W
13339,6632,M
13340,1278,M
13341,5789,W
13342,3976,M
13343,114,M
13344,14829,W
13345,14830,W
13346,14831,W
13347,14832,M
13348,3617,M
13349,14833,M
13350,4613,M
13351,3144,W
13352,14834,W
13353,14835,W
13354,14836,M
13355,14837,M
13356,5734,W
13357,14838,M
13358,4769,M
13359,6298,M
13360,14839,M
13361,14840,M
13362,2101,M
13363,14841,W
13364,5906,M
13365,14842,W
13366,4610,W
13367,14843,W
13368,14844,M
13369,2182,M
13370,14845,W
13371,432,W
13372,6425,M
13373,6419,W
13374,4116,M
13375,14846,W
13376,14847,M
13377,14848,W
13378,5582,M
13379,4631,M
13380,14849,W
13381,849,W
13382,3020,M
13383,1580,M
13384,1192,W
13385,236,W
13386,14850,M
13387,4785,M
13388,411,W
13389,4040,M
13390,14851,W
13391,14852,W
13392,14853,W
13393,14854,M
13394,7324,M
13395,14855,M
13396,4231,M
13397,14856,W
13398,7221,W
13399,14857,M
13400,932,W
13401,14858,M
13402,7391,M
13403,14859,M
13404,2819,M
13405,14860,M
13406,5748,M
13407,1458,M
13408,14861,M
13409,14862,M
13410,5624,M
13411,1083,M
13412,1529,W
13413,6804,M
13414,1046,W
13415,1043,M
13416,6719,W
13417,2574,W
13418,14863,M
13419,14864,M
13420,4709,M
13421,14865,M
13422,5088,W
13423,778,W
13424,3005,W
13425,27,M
13426,4402,M
13427,14866,W
13428,14867,M
13429,14868,M
13430,167,M
13431,6881,M
13432,14869,M
13433,14870,M
13434,14871,M
13435,6203,M
13436,1840,W
13437,17,M
13438,1051,M
13439,14872,M
13440,14873,W
13441,14874,W
13442,14875,W
13443,14876,W
13444,14877,W
13445,14878,M
13446,14879,W
13447,14880,M
13448,5482,W
13449,14881,W
13450,14882,M
13451,14883,M
13452,14884,W
13453,14885,M
13454,14886,M
13455,514,W
13456,4555,M
13457,14887,M
13458,3803,W
13459,7468,W
13460,6018,W
13461,14888,M
13462,5344,M
13463,14889,M
13464,14890,M
13465,14891,M
13466,14892,W
13467,102,M
13468,3093,W
13469,14893,M
13470,6726,M
13471,14894,M
13472,14895,M
13473,14896,M
13474,14897,W
13475,14898,W
13476,14899,W
13477,14900,M
13478,6409,W
13479,14901,W
13480,14902,W
13481,14903,W
13482,14904,M
13483,14905,M
13484,14906,M
13485,14907,W
13486,14908,W
13487,5469,M
13488,7089,M
13489,14909,W
13490,14910,M
13491,14911,W
13492,3250,M
13493,14912,M
13494,14913,W
13495,14914,W
13496,14915,W
13497,14916,W
13498,14917,M
13499,14918,M
13500,14919,M
13501,14920,M
13502,14921,W
13503,14922,W
13504,14923,M
13505,7253,M
13506,14924,W
13507,6868,W
13508,14925,W
13509,14926,W
13510,14927,W
13511,1828,W
13512,6411,W
13513,14928,W
13514,1729,M
13515,6163,M
13516,14929,W
13517,2921,M
13518,14930,M
13519,5032,W
13520,14931,M
13521,14932,M
13522,14933,M
13523,14934,W
13524,6609,M
13525,651,W
13526,14935,W
13527,3605,M
13528,14936,W
13529,93,M
13530,1584,W
13531,14937,W
13532,14938,W
13533,14939,M
13534,14940,W
13535,14941,M
13536,14942,M
13537,14943,M
13538,14944,M
13539,14945,W
13540,14946,M
13541,2155,M
13542,14947,M
13543,14948,M
13544,14949,M
13545,6481,M
13546,14950,M
13547,6422,M
13548,14951,W
13549,14952,M
13550,14953,W
13551,14954,W
13552,1196,M
13553,1918,M
13554,14955,M
13555,14956,M
13556,14957,M
13557,14958,M
13558,14959,M
13559,6028,M
13560,6076,M
13561,14960,M
13562,14961,W
13563,4573,W
13564,4169,M
13565,14962,M
13566,2297,M
13567,14963,M
13568,14964,W
13569,14965,W
13570,4150,M
13571,14966,M
13572,14967,W
13573,14968,W
13574,5662,M
13575,14969,M
13576,14970,M
13577,4808,M
13578,7100,M
13579,6676,W
13580,3086,M
13581,14971,M
13582,5897,W
13583,14972,M
13584,14973,M
13585,14974,W
13586,14975,W
13587,14976,W
13588,14977,M
13589,4601,M
13590,14978,M
13591,1907,M
13592,2317,W
13593,14979,M
13594,14980,M
13595,14981,M
13596,14982,W
13597,1014,M
13598,2863,W
13599,88,W
13600,3444,M
13601,14983,W
13602,2992,M
13603,14984,M
13604,14985,W
13605,6328,W
13606,14986,M
13607,14987,W
13608,14988,W
13609,14989,M
13610,6432,W
13611,14990,W
13612,4967,M
13613,2348,W
13614,6015,M
13615,2599,W
13616,16,M
13617,14991,W
13618,6065,W
13619,5278,W
13620,2832,M
13621,1856,W
13622,14992,M
13623,14993,W
13624,14994,M
13625,14995,M
13626,14996,W
13627,14997,M
13628,14998,W
13629,14999,M
13630,6602,M
13631,1506,M
13632,3917,M
13633,15000,M
13634,2159,M
13635,109,W
13636,3367,W
13637,15001,M
13638,15002,M
13639,15003,M
13640,587,W
13641,5097,M
13642,15004,M
13643,5875,M
13644,15005,M
13645,5833,W
13646,15006,W
13647,15007,M
13648,5126,W
13649,15008,M
13650,2622,M
13651,6383,M
13652,2279,W
13653,6063,W
13654,15009,M
13655,15010,M
13656,612,M
13657,15011,W
13658,15012,M
13659,15013,W
13660,1698,M
13661,15014,W
13662,15015,W
13663,4283,M
13664,15016,M
13665,15017,W
13666,15018,M
13667,1087,M
13668,15019,M
13669,1912,W
13670,3500,M
13671,15020,W
13672,15021,M
13673,15022,M
13674,6494,M
13675,15023,M
13676,15024,M
13677,2670,M
13678,15025,W
13679,2203,M
13680,15026,M
13681,15027,M
13682,15028,W
13683,15029,M
13684,5792,W
13685,15030,W
13686,15031,W
13687,3118,M
13688,2920,W
13689,826,W
13690,4434,M
13691,4428,W
13692,15032,M
13693,15033,M
13694,6053,M
13695,15034,M
13696,15035,M
13697,15036,W
13698,15037,W
13699,15038,M
13700,15039,W
13701,4907,M
13702,6633,W
13703,7477,W
13704,15040,W
13705,15041,W
13706,15042,W
13707,15043,M
13708,2763,W
13709,15044,W
13710,15045,W
13711,15046,W
13712,3622,W
13713,15047,W
13714,7504,M
13715,15048,M
13716,15049,W
13717,15050,M
13718,4107,W
13719,6472,M
13720,15051,M
13721,15052,M
13722,15053,M
13723,3603,M
13724,6152,W
13725,15054,M
13726,2943,W
13727,15055,W
13728,15056,M
13729,15057,W
13730,15058,W
13731,15059,W
13732,3613,M
13733,15060,M
13734,15061,M
13735,15062,W
13736,15063,M
13737,15064,M
13738,6617,W
13739,4766,W
13740,1537,M
13741,15065,W
13742,15066,W
13743,15067,W
13744,1824,W
13745,6682,W
13746,5933,M
13747,15068,M
13748,1134,W
13749,6482,M
13750,15069,W
13751,15070,W
13752,15071,M
13753,15072,W
13754,15073,M
13755,2657,M
13756,6811,M
13757,5448,W
13758,15074,W
13759,15075,W
13760,15076,M
13761,506,M
13762,15077,W
13763,2226,M
13764,15078,W
13765,15079,W
13766,15080,M
13767,15081,W
13768,4535,W
13769,2219,W
13770,699,W
13771,15082,W
13772,15083,W
13773,15084,M
13774,15085,M
13775,15086,M
13776,4368,W
13777,2152,M
13778,15087,M
13779,15088,M
13780,15089,W
13781,15090,M
13782,3051,W
13783,4465,M
13784,665,M
13785,1751,M
13786,15091,M
13787,15092,M
13788,15093,M
13789,6051,W
13790,4219,W
13791,5821,M
13792,15094,M
13793,3228,W
13794,15095,M
13795,6381,W
13796,15096,M
13797,15097,M
13798,963,M
13799,5726,M
13800,3382,M
13801,7411,M
13802,15098,M
13803,6810,M
13804,15099,W
13805,15100,M
13806,15101,M
13807,15102,W
13808,6136,M
13809,15103,W
13810,742,W
13811,15104,W
13812,15105,W
13813,483,W
13814,15106,M
13815,4501,M
13816,15107,M
13817,15108,W
13818,15109,W
13819,15110,M
13820,5416,M
13821,1199,W
13822,1833,M
13823,15111,M
13824,15112,W
13825,15113,W
13826,15114,W
13827,709,W
13828,15115,M
13829,40,M
13830,15116,M
13831,15117,W
13832,15118,M
13833,15119,M
13834,15120,M
13835,909,M
13836,5736,W
13837,15121,W
13838,15122,M
13839,3154,W
13840,15123,M
13841,7267,M
13842,5698,M
13843,15124,M
13844,783,M
13845,15125,W
13846,15126,M
13847,15127,W
13848,5707,M
13849,2909,W
13850,6485,M
13851,4146,M
13852,682,M
13853,6734,W
13854,15128,M
13855,15129,M
13856,15130,W
13857,15131,M
13858,15132,M
13859,15133,M
13860,15134,W
13861,15135,M
13862,15136,M
13863,3653,M
13864,15137,W
13865,2548,W
13866,6508,M
13867,3214,W
13868,482,W
13869,5960,M
13870,15138,W
13871,15139,W
13872,4264,M
13873,15140,W
13874,15141,M
13875,15142,W
13876,5773,M
13877,6395,M
13878,298,M
13879,15143,W
13880,6785,W
13881,6363,M
13882,1114,M
13883,15144,M
13884,1965,M
13885,15145,M
13886,15146,M
13887,15147,M
13888,5553,W
13889,15148,M
13890,3612,M
13891,15149,W
13892,15150,W
13893,15151,M
13894,15152,W
13895,1294,M
13896,4655,W
13897,2237,M
13898,15153,W
13899,3939,M
13900,1041,M
13901,3012,W
13902,1653,M
13903,6663,M
13904,15154,M
13905,4546,M
13906,6847,W
13907,5125,M
13908,15155,W
13909,15156,W
13910,15157,M
13911,1790,M
13912,15158,W
13913,1521,W
13914,6957,W
13915,15159,W
13916,15160,W
13917,15161,M
13918,15162,W
13919,4899,M
13920,6012,W
13921,15163,M
13922,15164,W
13923,15165,M
13924,7047,M
13925,15166,W
13926,15167,M
13927,15168,M
13928,15169,W
13929,4651,M
13930,15170,M
13931,15171,W
13932,15172,M
13933,5934,M
13934,15173,M
13935,15174,M
13936,15175,W
13937,7156,W
13938,15176,M
13939,6299,W
13940,15177,W
13941,2795,W
13942,758,M
13943,15178,M
13944,15179,M
13945,2359,M
13946,15180,M
13947,1296,W
13948,15181,M
13949,1265,W
13950,546,W
13951,15182,M
13952,2690,M
13953,15183,M
13954,15184,W
13955,315,M
13956,15185,W
13957,15186,W
13958,15187,W
13959,3283,M
13960,3872,M
13961,15188,M
13962,15189,M
13963,15190,W
13964,15191,W
13965,15192,M
13966,7123,M
13967,4605,M
13968,180,M
13969,15193,W
13970,15194,W
13971,15195,W
13972,15196,M
13973,15197,M
13974,15198,M
13975,3692,M
13976,571,M
13977,15199,W
13978,2710,M
13979,5155,M
13980,15200,M
13981,15201,M
13982,15202,W
13983,15203,M
13984,4806,M
13985,5724,M
13986,15204,W
13987,15205,W
13988,3345,M
13989,15206,W
13990,15207,M
13991,15208,M
13992,2145,W
13993,6760,M
13994,6744,M
13995,4845,W
13996,1818,M
13997,15209,M
13998,15210,M
13999,500,M
14000,15211,W
14001,2830,W
14002,15212,W
14003,3023,M
14004,15213,W
14005,15214,M
14006,15215,M
14007,15216,M
14008,3663,M
14009,15217,M
14010,5407,M
14011,15218,M
14012,7086,W
14013,6357,M
14014,15219,M
14015,15220,M
14016,15221,M
14017,1384,M
14018,6697,M
14019,15222,W
14020,15223,M
14021,3870,M
14022,5466,W
14023,7543,W
14024,15224,M
14025,15225,W
14026,305,M
14027,4622,W
14028,15226,W
14029,2231,M
14030,15227,W
14031,881,M
14032,15228,M
14033,2663,M
14034,7371,M
14035,1992,M
14036,15229,M
14037,5508,W
14038,15230,M
14039,15231,M
14040,15232,M
14041,15233,M
14042,15234,W
14043,6532,M
14044,15235,M
14045,15236,W
14046,15237,W
14047,15238,M
14048,6831,M
14049,15239,W
14050,15240,M
14051,3427,W
14052,7492,M
14053,15241,M
14054,15242,M
14055,593,M
14056,19,M
14057,15243,M
14058,6265,M
14059,15244,M
14060,6776,M
14061,1010,W
14062,15245,M
14063,15246,M
14064,15247,M
14065,15248,M
14066,6312,W
14067,15249,M
14068,5860,W
14069,7181,M
14070,15250,M
14071,15251,M
14072,15252,W
14073,5,W
14074,2629,M
14075,15253,M
14076,15254,M
14077,15255,M
14078,6747,W
14079,2446,W
14080,1772,W
14081,15256,M
14082,15257,W
14083,5355,W
14084,15258,M
14085,15259,M
14086,1324,W
14087,15260,M
14088,5089,M
14089,15261,W
14090,15262,W
14091,15263,M
14092,15264,W
14093,15265,W
14094,15266,M
14095,15267,W
14096,15268,W
14097,15269,W
14098,2079,M
14099,15270,M
14100,15271,M
14101,2449,W
14102,4950,W
14103,15272,M
14104,15273,W
14105,15274,W
14106,15275,M
14107,15276,M
14108,15277,W
14109,15278,M
14110,1168,W
14111,15279,W
14112,942,W
14113,15280,M
14114,15281,W
14115,15282,W
14116,7394,M
14117,15283,W
14118,15284,M
14119,1499,W
14120,1364,W
14121,4745,M
14122,15285,M
14123,15286,W
14124,15287,M
14125,15288,W
14126,4147,M
14127,15289,W
14128,15290,W
14129,2770,M
14130,7144,W
14131,15291,W
14132,15292,M
14133,15293,M
14134,4161,W
14135,1773,W
14136,15294,M
14137,15295,M
14138,15296,W
14139,3576,W
14140,15297,M
14141,4595,W
14142,15298,W
14143,15299,M
14144,15300,W
14145,15301,W
14146,15302,M
14147,5727,M
14148,15303,W
14149,15304,W
14150,15305,M
14151,1730,W
14152,1397,M
14153,15306,M
14154,3773,M
14155,15307,W
14156,15308,M
14157,1074,W
14158,3821,W
14159,15309,M
14160,6255,M
14161,5191,M
14162,15310,W
14163,15311,M
14164,15312,M
14165,15313,W
14166,15314,W
14167,2349,M
14168,15315,M
14169,2749,M
14170,15316,M
14171,72,W
14172,1620,W
14173,15317,M
14174,3667,M
14175,15318,M
14176,15319,M
14177,2870,M
14178,15320,W
14179,1491,W
14180,15321,M
14181,15322,W
14182,6887,M
14183,1026,W
14184,15323,W
14185,15324,M
14186,15325,W
14187,3853,M
14188,1953,M
14189,2308,M
14190,15326,W
14191,5418,M
14192,15327,M
14193,2098,M
14194,6213,W
14195,7087,M
14196,15328,M
14197,15329,M
14198,15330,W
14199,2167,M
14200,15331,M
14201,15332,M
14202,4162,M
14203,5326,M
14204,97,W
14205,15333,M
14206,7139,M
14207,6629,M
14208,15334,M
14209,15335,M
14210,15336,M
14211,1093,M
14212,15337,M
14213,3205,M
14214,5303,M
14215,4094,M
14216,15338,M
14217,15339,M
14218,916,M
14219,15340,W
14220,3660,M
14221,6329,M
14222,4560,M
14223,1058,M
14224,4964,M
14225,6842,M
14226,15341,M
14227,5518,W
14228,4244,M
14229,89,M
14230,7310,M
14231,15342,W
14232,2034,M
14233,15343,W
14234,15344,M
14235,15345,W
14236,1230,W
14237,15346,M
14238,2453,W
14239,370,M
14240,956,M
14241,3370,W
14242,4959,W
14243,15347,M
14244,15348,W
14245,3847,W
14246,15349,W
14247,982,M
14248,15350,M
14249,15351,M
14250,15352,M
14251,1020,M
14252,1984,M
14253,15353,W
14254,15354,W
14255,15355,M
14256,6539,W
14257,15356,M
14258,2328,W
14259,15357,W
14260,1587,W
14261,3561,M
14262,15358,M
14263,1236,W
14264,15359,M
14265,6931,M
14266,5324,M
14267,3308,M
14268,7384,M
14269,5683,M
14270,6652,W
14271,15360,W
14272,15361,W
14273,15362,M
14274,5429,M
14275,15363,W
14276,15364,W
14277,15365,M
14278,1690,M
14279,15366,M
14280,15367,W
14281,4824,W
14282,15368,M
14283,1242,M
14284,15369,M
14285,6621,M
14286,15370,M
14287,15371,W
14288,15372,M
14289,15373,W
14290,1832,M
14291,15374,W
14292,15375,M
14293,15376,W
14294,1392,M
14295,4099,M
14296,15377,W
14297,15378,W
14298,15379,M
14299,5866,W
14300,2062,W
14301,15380,M
14302,3731,M
14303,15381,W
14304,15382,W
14305,5451,W
14306,643,W
14307,15383,W
14308,15384,W
14309,6271,M
14310,2043,W
14311,15385,W
14312,3139,W
14313,15386,M
14314,15387,M
14315,308,M
14316,6557,M
14317,15388,M
14318,15389,W
14319,15390,M
14320,5358,W
14321,2471,M
14322,3823,M
14323,2411,M
14324,15391,W
14325,5173,M
14326,15392,M
14327,5395,W
14328,5309,W
14329,15393,M
14330,15394,W
14331,7515,M
14332,823,M
14333,15395,W
14334,15396,M
14335,5177,M
14336,15397,W
14337,15398,M
14338,4591,M
14339,15399,W
14340,2820,M
14341,15400,M
14342,15401,M
14343,15402,W
14344,15403,W
14345,2605,W
14346,15404,W
14347,3679,W
14348,15405,W
14349,15406,W
14350,15407,M
14351,15408,W
14352,15409,W
14353,6929,M
14354,15410,M
14355,4347,M
14356,15411,M
14357,15412,W
14358,3651,W
14359,15413,M
14360,15414,M
14361,15415,M
14362,15416,M
14363,15417,W
14364,15418,M
14365,15419,W
14366,2835,M
14367,2365,M
14368,15420,M
14369,15421,W
14370,3210,M
14371,15422,M
14372,6837,W
14373,15423,W
14374,6833,M
14375,3175,W
14376,2343,M
14377,15424,M
14378,15425,M
14379,3546,W
14380,6871,M
14381,4892,W
14382,7452,W
14383,15426,M
14384,5103,M
14385,585,W
14386,4541,W
14387,15427,W
14388,4726,W
14389,1619,M
14390,15428,M
14391,15429,M
14392,15430,W
14393,4793,W
14394,3455,M
14395,15431,M
14396,7049,M
14397,15432,W
14398,15433,W
14399,15434,M
14400,15435,M
14401,5247,W
14402,15436,M
14403,888,M
14404,4617,M
14405,4137,M
14406,15437,M
14407,1560,W
14408,6716,M
14409,6946,W
14410,15438,M
14411,15439,W
14412,15440,M
14413,15441,M
14414,235,W
14415,15442,M
14416,4867,W
14417,1429,M
14418,15443,M
14419,382,W
14420,15444,M
14421,15445,W
14422,15446,M
14423,1220,M
14424,7286,M
14425,1882,W
14426,15447,W
14427,15448,W
14428,15449,M
14429,15450,M
14430,15451,M
14431,132,W
14432,1655,W
14433,4811,M
14434,15452,M
14435,4504,W
14436,15453,W
14437,142,W
14438,15454,M
14439,4217,M
14440,15455,W
14441,5104,M
14442,15456,W
14443,15457,W
14444,15458,M
14445,15459,M
14446,15460,W
14447,15461,M
14448,15462,W
14449,15463,M
14450,15464,M
14451,15465,W
14452,15466,W
14453,4539,M
14454,2633,M
14455,5935,M
14456,2720,M
14457,6195,W
14458,4572,M
14459,6964,M
14460,7558,M
14461,3258,M
14462,15467,M
14463,6471,M
14464,15468,W
14465,984,M
14466,3220,M
14467,6799,M
14468,15469,W
14469,15470,M
14470,15471,M
14471,60,W
14472,15472,M
14473,15473,W
14474,5637,W
14475,2944,M
14476,5174,W
14477,2067,W
14478,15474,W
14479,828,M
14480,15475,M
14481,15476,W
14482,4986,M
14483,6649,M
14484,15477,M
14485,915,W
14486,5981,W
14487,1701,M
14488,15478,W
14489,2307,M
14490,5666,M
14491,15479,M
14492,15480,W
14493,681,M
14494,2289,M
14495,15481,W
14496,5267,M
14497,15482,M
14498,15483,W
14499,15484,W
14500,15485,M
14501,3400,M
14502,15486,W
14503,15487,M
14504,15488,M
14505,174,M
14506,15489,M
14507,4016,M
14508,15490,W
14509,6263,M
14510,123,W
14511,15491,M
14512,15492,M
14513,15493,M
14514,15494,M
14515,15495,M
14516,2108,M
14517,15496,W
14518,1454,M
14519,2412,W
14520,15497,W
14521,15498,M
14522,5281,W
14523,15499,M
14524,6731,M
14525,7377,M
14526,6064,W
14527,1848,M
14528,15500,W
14529,15501,M
14530,15502,M
14531,15503,M
14532,1890,M
14533,15504,M
14534,569,M
14535,15505,W
14536,15506,M
14537,15507,M
14538,6454,M
14539,15508,M
14540,231,W
14541,4853,M
14542,15509,W
14543,15510,W
14544,572,M
14545,15511,W
14546,15512,M
14547,5877,W
14548,15513,M
14549,1471,W
14550,1077,W
14551,15514,W
14552,15515,W
14553,2772,M
14554,6924,W
14555,3946,W
14556,15516,W
14557,15517,M
14558,5709,W
14559,15518,M
14560,6446,M
14561,15519,M
14562,1416,M
14563,1993,M
14564,15520,M
14565,3986,M
14566,15521,M
14567,15522,W
14568,15523,W
14569,15524,W
14570,711,M
14571,15525,M
14572,3414,W
14573,5113,M
14574,5260,W
14575,1204,M
14576,15526,M
14577,1985,W
14578,2104,W
14579,5197,M
14580,15527,M
14581,15528,M
14582,6867,W
14583,2392,W
14584,15529,M
14585,15530,M
14586,15531,M
14587,15532,M
14588,15533,W
14589,2573,M
14590,7002,M
14591,3433,M
14592,3018,M
14593,15534,M
14594,15535,W
14595,15536,M
14596,6334,M
14597,5768,M
14598,11,W
14599,5158,M
14600,1976,M
14601,15537,W
14602,15538,M
14603,15539,W
14604,2406,M
14605,15540,M
14606,3074,W
14607,15541,M
14608,15542,M
14609,15543,W
14610,15544,W
14611,15545,W
14612,15546,M
14613,15547,W
14614,15548,M
14615,15549,W
14616,15550,W
14617,15551,W
14618,15552,W
14619,15553,M
14620,15554,W
14621,15555,M
14622,1322,M
14623,15556,M
14624,15557,W
14625,3216,M
14626,4241,M
14627,15558,M
14628,15559,W
14629,15560,M
14630,15561,W
14631,7496,M
14632,15562,M
14633,15563,W
14634,15564,M
14635,2492,W
14636,3609,M
14637,15565,M
14638,15566,M
14639,15567,W
14640,961,M
14641,5240,M
14642,15568,W
14643,5870,W
14644,7396,M
14645,15569,W
14646,1425,M
14647,15570,M
14648,7071,M
14649,6393,M
14650,5428,W
14651,4253,W
14652,3931,M
14653,15571,M
14654,15572,M
14655,6515,M
14656,15573,W
14657,15574,W
14658,15575,W
14659,6680,M
14660,7042,M
14661,1866,M
14662,15576,M
14663,15577,W
14664,2873,M
14665,15578,M
14666,15579,M
14667,15580,M
14668,7058,M
14669,6688,W
14670,15581,M
14671,15582,W
14672,1444,M
14673,3459,W
14674,15583,W
14675,15584,M
14676,3775,M
14677,5006,W
14678,4948,M
14679,15585,W
14680,15586,M
14681,65,M
14682,6553,M
14683,15587,M
14684,3693,W
14685,15588,M
14686,5405,M
14687,6100,M
14688,15589,W
14689,7510,M
14690,2923,M
14691,5217,M
14692,4689,W
14693,4937,M
14694,15590,M
14695,5746,M
14696,15591,W
14697,15592,M
14698,15593,W
14699,7392,M
14700,15594,M
14701,1801,W
14702,15595,W
14703,6701,M
14704,15596,M
14705,5454,M
14706,15597,M
14707,1433,M
14708,15598,W
14709,15599,W
14710,15600,W
14711,15601,M
14712,15602,M
14713,5099,M
14714,15603,M
14715,15604,M
14716,5731,M
14717,15605,W
14718,15606,M
14719,2220,M
14720,5354,M
14721,15607,W
14722,15608,W
14723,15609,M
14724,15610,W
14725,3533,M
14726,4895,M
14727,6995,M
14728,15611,M
14729,168,M
14730,3573,M
14731,494,M
14732,15612,M
14733,15613,W
14734,15614,W
14735,2645,M
14736,15615,M
14737,15616,W
14738,2898,M
14739,15617,M
14740,7298,M
14741,7276,M
14742,248,M
14743,3840,W
14744,4039,W
14745,7428,W
14746,343,W
14747,15618,M
14748,6374,W
14749,6169,M
14750,6913,W
14751,1191,M
14752,15619,M
14753,4704,M
14754,3645,W
14755,4944,M
